34240 Kämmenteisko;61,61647033691406;23,926816940307617;20;80
33100 Tampere Keskus;61,493377685546875;23,780080795288086;15,899581589958158;239
33180 Lapinniemi-Käpylä;61,51068878173828;23,78155517578125;8,695652173913043;46
33200 Tampere Keskus Läntinen;61,49393081665039;23,751672744750977;18,29268292682927;82
33210 Itä-Amuri-Tammerkoski;61,50160598754883;23,753320693969727;11,494252873563218;87
33230 Länsi-Amuri;61,4985237121582;23,734268188476562;12,598425196850394;127
33240 Tahmela;61,49787139892578;23,715618133544922;17,857142857142858;56
33250 Pispala;61,50421905517578;23,711097717285156;25;64
33270 Epilä;61,506202697753906;23,67479133605957;18,456375838926174;298
33300 Rahola;61,49699020385742;23,633562088012695;13,559322033898304;177
33310 Tesoma;61,50941467285156;23,625102996826172;9,774436090225564;266
33330 Myllypuro-Kalkku;61,50785446166992;23,567106246948242;7,317073170731708;123
33340 Haukiluoma-Ikuri;61,513755798339844;23,598451614379883;10,05586592178771;179
33400 Luoteis-Tampere;61,5234260559082;23,66694450378418;9,627329192546584;322
33410 Lentävänniemi;61,52839279174805;23,70956039428711;8,474576271186441;118
33420 Lamminpää;61,52471923828125;23,635944366455078;9,803921568627452;102
33500 Osmonmäki-Petsamo;61,50703811645508;23,791507720947266;16,831683168316832;202
33520 Keskussairaala-alue-Kauppi;61,50864791870117;23,822587966918945;15,384615384615385;26
33530 Kissanmaa;61,49689865112305;23,827234268188477;9,183673469387756;98
33540 Kaleva;61,496002197265625;23,80284309387207;9,868421052631579;152
33560 Takahuhti;61,504310607910156;23,860965728759766;9,763313609467456;338
33580 Atala-Linnainmaa;61,49631881713867;23,907865524291992;9,49367088607595;632
33610 Olkahinen-Tasanne;61,51787185668945;23,936832427978516;9,615384615384615;156
33680 Aitolahti;61,57745361328125;23,996366500854492;9,58904109589041;73
33700 Messukylä;61,48414611816406;23,838186264038086;14,084507042253522;71
33710 Kaukajärvi;61,46018600463867;23,899620056152344;10,579710144927537;690
33720 Hervanta;61,44563674926758;23,848339080810547;6,4412238325281805;621
33730 Leinola-Vehmainen;61,47682189941406;23,91277503967285;10,526315789473685;76
33800 Nekala;61,481109619140625;23,801382064819336;8,823529411764707;170
33820 Koivistonkylä;61,460575103759766;23,806446075439453;10,158730158730158;315
33840 Peltolammi;61,44990921020508;23,762348175048828;5,405405405405405;74
33850 Multisilta;61,436275482177734;23,728639602661133;14,492753623188406;69
33870 Vuores;61,42577362060547;23,84956169128418;9,558823529411764;272
33900 Härmälä-Rantaperkiö;61,466163635253906;23,74340057373047;11,583011583011583;259
34260 Terälahti;61,6860466003418;23,90118980407715;18,75;32
33450 Siivikkala;61,5601692199707;23,663034439086914;5,633802816901408;142
